High-school Track,R,I,A,S,E,C,Skills,Courses and Certificates,Work Style,Passion and Goals,Faculty,Typical Degree,Program/Major,Primary Campus
Life Science,False,True,False,True,False,True,"Biology, Mathematics, Analysis, Communication, Arabic","Biochemistry, TOEFL",Lab/Research,"chemistry, to lead",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,False,False,True,"Communication, Mathematics, Communication","Pharmacotherapy, Medicinal Chemistry, political Workshop","Lab/Research, People-centric/Teaching","healthcare, to lead",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,False,False,True,False,True,"Chemistry, Communication, Analysis, Attention to Detail, Research, French","Pharmaceutics, Pharmacotherapy, TOEFL",Lab/Research,"wellness, career",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,False,False,True,False,True,"Mathematics, Analysis, Chemistry, Microsoft Office, French","Pharmacology, Medicinal Chemistry, TOEFL","Lab/Research, People-centric/Teaching","chemistry, to research",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,False,True,True,False,True,"Chemistry, Attention to Detail, Biology, French","Medicinal Chemistry, Pharmacotherapy, ICDL",Lab/Research,"wellness, to lead",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,True,False,True,"Attention to Detail, Analysis, Mathematics, Microsoft Office, Research","Pharmaceutics, Summer Program",Lab/Research,"healthcare, to innovate",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,False,False,True,"Communication, Chemistry, Analysis, Biology, Time Management","Pharmacology, Biochemistry, Summer Program",Lab/Research,"patient care, to build",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,True,False,True,"Mathematics, Attention to Detail, Biology, English, Arabic","Pharmaceutics, TOEFL",Lab/Research,"healthcare, to research",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,True,False,True,"Communication, Biology, Analysis, Microsoft Office","Biochemistry, Summer Program",Lab/Research,"research, career",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,True,False,True,"Analysis, Chemistry, English","Biochemistry, ICDL",Lab/Research,"wellness, to lead",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,True,False,False,"Chemistry, Communication, Time Management","Medicinal Chemistry, Pharmacotherapy, ICDL","Lab/Research, People-centric/Teaching","medicines, to build",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,True,False,True,"Mathematics, Attention to Detail, Chemistry, Biology, Research, Communication","Pharmacotherapy, Pharmaceutics, ICDL",Lab/Research,"research, to innovate",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,True,True,False,"Communication, Mathematics, Time Management, Research","Pharmacology, TOEFL",Lab/Research,"patient care, to lead",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,True,False,True,"Analysis, Communication, Communication, Research","Biochemistry, IELTS",Lab/Research,"chemistry, to lead",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,False,False,True,False,False,"Mathematics, Chemistry, Communication, Attention to Detail, English, Communication","Pharmacology, First Aid","Lab/Research, People-centric/Teaching","research, to understand",Faculty of Pharmacy,BS/PharmD,Pharmacy,Beirut/North
Life Science,False,True,False,True,False,False,"Problem Solving, Empathy, French, Time Management","Physiology, Anatomy, First Aid","Lab/Research, People-centric/Teaching","medical science, to lead",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,False,True,False,False,"Critical Thinking, Biology, Communication, Microsoft Office","Physiology, TOEFL",Lab/Research,"healthcare, to create",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,False,True,False,False,"Problem Solving, Communication, English, Communication","Physiology, Anatomy, Summer Program",Lab/Research,"patient care, to understand",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,False,True,False,False,"Chemistry, Problem Solving, Arabic, Research","Clinical Skills, First Aid","Lab/Research, People-centric/Teaching","medical science, to help people",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,False,False,False,False,"Chemistry, Empathy, Time Management","Biochemistry, Pathology, TOEFL",Lab/Research,"medical science, to create",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,False,True,False,False,"Problem Solving, Critical Thinking, Arabic, Research","Physiology, Anatomy, First Aid","Lab/Research, People-centric/Teaching","saving lives, to create",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,False,True,False,False,"Empathy, Communication, Chemistry, Arabic","Anatomy, Clinical Skills, IELTS",Lab/Research,"diagnosis, to build",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,True,True,True,False,False,False,"Problem Solving, Empathy, Chemistry, Critical Thinking, English","Anatomy, Biochemistry, TOEFL",Lab/Research,"human body, to innovate",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,True,True,True,True,"Chemistry, Empathy, English, Time Management","Physiology, Anatomy, Summer Program",Lab/Research,"patient care, to lead",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,False,True,False,False,"Biology, Critical Thinking, Communication, Communication","Anatomy, ICDL",Lab/Research,"diagnosis, to lead",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,False,True,False,False,"Critical Thinking, Problem Solving, Empathy, Communication","Physiology, Pathology, TOEFL","Lab/Research, People-centric/Teaching","diagnosis, to research",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,False,True,False,False,"Empathy, Biology, English","Biochemistry, Physiology, ICDL",Lab/Research,"medical science, to innovate",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,True,True,False,True,False,False,"Chemistry, Empathy, Problem Solving, Communication, Arabic, Research","Biochemistry, ICDL",Lab/Research,"patient care, to build",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,False,True,False,False,"Empathy, Chemistry, Biology, Time Management, Communication","Physiology, Clinical Skills, sister Workshop","Lab/Research, People-centric/Teaching","medical science, to lead",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,False,True,False,False,"Biology, Empathy, Microsoft Office, Communication","Physiology, IELTS","Lab/Research, People-centric/Teaching","healthcare, to help people",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,True,True,False,True,True,False,"Communication, Problem Solving, Empathy, Biology, Time Management, French","Anatomy, experience Workshop","Lab/Research, People-centric/Teaching","saving lives, to innovate",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,True,True,False,True,False,False,"Communication, Empathy, Chemistry, Problem Solving, Time Management, French","Physiology, Biochemistry, First Aid",Lab/Research,"medical science, to understand",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,True,False,True,False,False,"Problem Solving, Communication, Chemistry, Empathy, English, Communication","Anatomy, Physiology, IELTS","Lab/Research, People-centric/Teaching","saving lives, career",Faculty of Medical Sciences,MD,Medicine,Beirut/North
Life Science,False,False,False,True,False,True,"Empathy, Patient Care, Biology, Communication, Time Management","Anatomy & Physiology, Clinical Rotations, ICDL",People-centric/Teaching,"helping others, to lead",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,True,"Communication, Teamwork, Communication, Time Management","Nursing Fundamentals, Patient Assessment, ICDL","People-centric/Teaching, Hands-on/Field","helping others, to build",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,True,"Teamwork, First Aid, Biology, Communication, Time Management, English","Clinical Rotations, Summer Program",People-centric/Teaching,"helping others, to understand",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,False,"First Aid, Teamwork, Microsoft Office, English","Clinical Rotations, Summer Program",People-centric/Teaching,"compassion, to lead",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,True,"Patient Care, Communication, English","Clinical Rotations, TOEFL",People-centric/Teaching,"helping others, to create",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,False,"First Aid, Teamwork, Research, Time Management","Patient Assessment, Anatomy & Physiology, First Aid","People-centric/Teaching, Hands-on/Field","healthcare, career",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,True,True,"Empathy, Communication, French","Nursing Fundamentals, Summer Program",People-centric/Teaching,"healthcare, to build",Faculty of Public Health,BS,Nursing,Distributed
Life Science,True,False,False,True,False,True,"Teamwork, Patient Care, First Aid, Research","Clinical Rotations, Pharmacology, TOEFL","People-centric/Teaching, Hands-on/Field","clinical skills, to build",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,True,"Communication, Teamwork, Patient Care, Empathy, Time Management, Microsoft Office","Clinical Rotations, Summer Program",People-centric/Teaching,"helping others, to help people",Faculty of Public Health,BS,Nursing,Distributed
Life Science,True,False,False,True,False,True,"First Aid, Teamwork, Empathy, Patient Care, Communication, Time Management","Anatomy & Physiology, Patient Assessment, Summer Program",People-centric/Teaching,"wellness, to research",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,True,"Biology, Patient Care, First Aid, Teamwork, English","Anatomy & Physiology, Nursing Fundamentals, first Workshop",People-centric/Teaching,"compassion, career",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,True,"First Aid, Empathy, English","Patient Assessment, Clinical Rotations, First Aid","People-centric/Teaching, Hands-on/Field","compassion, to lead",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,True,"Communication, Biology, Patient Care, Time Management","Pharmacology, First Aid",People-centric/Teaching,"healthcare, to build",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,True,"Teamwork, Patient Care, Biology, Empathy, Microsoft Office, French","Clinical Rotations, Pharmacology, all Workshop","People-centric/Teaching, Hands-on/Field","wellness, to create",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,True,"Communication, First Aid, Patient Care, Time Management, Research","Anatomy & Physiology, First Aid","People-centric/Teaching, Hands-on/Field","wellness, to understand",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,False,False,True,"Teamwork, Empathy, Communication, English, Research","Patient Assessment, Nursing Fundamentals, TOEFL",People-centric/Teaching,"compassion, to create",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,True,"Biology, First Aid, Empathy, Microsoft Office, Time Management","Pharmacology, Clinical Rotations, First Aid","People-centric/Teaching, Hands-on/Field","compassion, to build",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,False,False,True,False,True,"Biology, Communication, Arabic","Anatomy & Physiology, Nursing Fundamentals, IELTS",People-centric/Teaching,"wellness, to create",Faculty of Public Health,BS,Nursing,Distributed
Life Science,False,True,False,True,False,False,"Biology, Communication, Food Science, Communication","Biochemistry, TOEFL","People-centric/Teaching, Lab/Research","food science, to innovate",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,False,False,False,"Food Science, Biology, Analysis, Counseling, Time Management, Arabic","Community Nutrition, rich Workshop",People-centric/Teaching,"healthy eating, to understand",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,True,False,False,"Chemistry, Communication, Analysis, Research","Community Nutrition, ICDL",People-centric/Teaching,"clinical nutrition, to research",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,False,False,False,"Analysis, Counseling, Communication, Chemistry, French","Human Nutrition, Community Nutrition, Summer Program",People-centric/Teaching,"clinical nutrition, to lead",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,True,False,False,"Communication, Food Science, Arabic, English","Food Science, First Aid","People-centric/Teaching, Lab/Research","diet planning, to understand",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,True,False,False,"Analysis, Food Science, Research, Arabic","Biochemistry, TOEFL",People-centric/Teaching,"food science, to build",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,True,True,False,"Analysis, Counseling, Food Science, Chemistry, French, Arabic","Human Nutrition, issue Workshop",People-centric/Teaching,"diet planning, to build",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,True,False,False,"Communication, Analysis, English, Time Management","Community Nutrition, enough Workshop",People-centric/Teaching,"diet planning, to understand",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,True,False,False,"Analysis, Communication, Food Science, Counseling, English","Biochemistry, TOEFL","People-centric/Teaching, Lab/Research","clinical nutrition, to lead",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,True,False,False,False,"Food Science, Biology, Communication, Communication, Microsoft Office","Human Nutrition, anything Workshop","People-centric/Teaching, Lab/Research","health, to research",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,False,False,True,False,False,"Analysis, Counseling, Chemistry, Food Science, English, Time Management","Human Nutrition, Food Science, TOEFL",People-centric/Teaching,"health, career",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,True,False,True,"Analysis, Biology, Food Science, Counseling, Arabic","Food Science, ICDL","People-centric/Teaching, Lab/Research","food science, career",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,True,True,False,True,False,False,"Analysis, Communication, Chemistry, Food Science, English, Communication","Diet Therapy, ICDL","People-centric/Teaching, Lab/Research","food science, to understand",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,True,False,False,"Chemistry, Biology, Food Science, Communication, Time Management","Diet Therapy, Food Science, ICDL","People-centric/Teaching, Lab/Research","diet planning, to help people",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,True,False,True,"Analysis, Biology, English, Arabic","Food Science, IELTS",People-centric/Teaching,"wellness, to understand",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,True,False,False,"Biology, Chemistry, Analysis, Counseling, Research, French","Diet Therapy, Summer Program",People-centric/Teaching,"wellness, to create",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,True,False,True,"Biology, Chemistry, Counseling, Food Science, French, Microsoft Office","Diet Therapy, Human Nutrition, TOEFL",People-centric/Teaching,"clinical nutrition, to innovate",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,False,False,False,"Analysis, Chemistry, Food Science, French","Community Nutrition, IELTS","People-centric/Teaching, Lab/Research","wellness, to create",Faculty of Public Health,BS,Nutrition & Dietetics,Multiple branches
Life Science,False,True,False,False,False,True,"Chemistry, Lab Techniques, Biology, Data Analysis, Research, Arabic","Clinical Chemistry, Summer Program",Lab/Research,"lab work, career",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,False,False,True,"Microscopy, Data Analysis, Microsoft Office, French","Lab Safety, Microbiology, TOEFL",Lab/Research,"research, to help people",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,True,False,True,"Lab Techniques, Attention to Detail, Chemistry, Microscopy, Time Management","Lab Safety, Hematology, IELTS",Lab/Research,"lab work, to innovate",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,True,True,False,True,False,True,"Biology, Attention to Detail, Data Analysis, Research, Time Management","Immunology, IELTS",Lab/Research,"science, to lead",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,False,False,True,"Chemistry, Microscopy, Data Analysis, Biology, Time Management, Research","Clinical Chemistry, Immunology, Summer Program",Lab/Research,"lab work, to research",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,False,False,True,"Lab Techniques, Biology, Chemistry, Microscopy, Arabic","Immunology, Clinical Chemistry, IELTS",Lab/Research,"science, to create",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,False,False,True,"Data Analysis, Microscopy, Chemistry, Communication","Lab Safety, Hematology, TOEFL",Lab/Research,"healthcare, to understand",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,False,False,True,"Chemistry, Microscopy, French, Communication","Clinical Chemistry, Lab Safety, where Workshop",Lab/Research,"diagnostics, to build",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,True,True,False,False,False,True,"Chemistry, Attention to Detail, Research, English","Clinical Chemistry, ICDL",Lab/Research,"science, to research",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,False,False,True,"Data Analysis, Biology, Attention to Detail, Arabic","Lab Safety, Immunology, TOEFL",Lab/Research,"analysis, to lead",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,True,True,True,"Data Analysis, Microscopy, Time Management","Immunology, TOEFL",Lab/Research,"science, to innovate",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,False,False,True,False,True,"Attention to Detail, Lab Techniques, Arabic, French","Microbiology, Lab Safety, ICDL",Lab/Research,"lab work, to help people",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,False,False,True,"Lab Techniques, Chemistry, Data Analysis, French","Lab Safety, history Workshop",Lab/Research,"analysis, to help people",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,False,False,True,"Lab Techniques, Microscopy, Data Analysis, English","Microbiology, officer Workshop",Lab/Research,"healthcare, to research",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,False,True,False,True,False,"Attention to Detail, Chemistry, Data Analysis, Microsoft Office, French","Lab Safety, Clinical Chemistry, Summer Program",Lab/Research,"healthcare, to build",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,False,False,True,"Attention to Detail, Microscopy, Biology, Chemistry, English","Immunology, Microbiology, ICDL",Lab/Research,"research, to build",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,True,False,True,"Microscopy, Attention to Detail, Chemistry, Research","Lab Safety, Microbiology, Summer Program",Lab/Research,"lab work, career",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Life Science,False,True,False,False,False,True,"Microscopy, Chemistry, French, Communication","Lab Safety, Clinical Chemistry, build Workshop",Lab/Research,"healthcare, to build",Faculty of Public Health,BS,Medical Laboratory,Multiple branches
Sociology and Economics,False,True,False,False,False,True,"Communication, Argumentation, Research, Arabic","Constitutional Law, Contract Law, bank Workshop",Office/Data,"analysis, career",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Research, Analysis, Writing, Logic, English","Constitutional Law, IELTS",Office/Data,"debate, to build",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Argumentation, Research, Writing, Analysis, Research","Constitutional Law, Summer Program",Office/Data,"argumentation, to help people",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Analysis, Writing, Communication, Argumentation, Research, English","Criminal Law, ICDL",Office/Data,"justice, to build",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Argumentation, Analysis, French, Arabic","Criminal Law, First Aid",Office/Data,"justice, to help people",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Argumentation, Analysis, English, Microsoft Office","Criminal Law, Legal Research, TOEFL",Office/Data,"rights, to lead",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Argumentation, Analysis, Logic, Writing, English, Microsoft Office","Legal Research, Summer Program",Office/Data,"debate, to create",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,True,True,False,False,True,True,"Argumentation, Logic, Communication, Analysis, Microsoft Office, Communication","Contract Law, Summer Program",Office/Data,"rights, to help people",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,True,False,True,True,"Argumentation, Writing, Analysis, Microsoft Office, French","Moot Court, Contract Law, Summer Program",Office/Data,"analysis, to research",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Analysis, Communication, Logic, Communication, Time Management","Legal Research, Contract Law, IELTS",Office/Data,"analysis, to help people",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Argumentation, Research, Logic, Analysis, Arabic, French","Contract Law, Legal Research, Summer Program",Office/Data,"justice, to understand",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,False,False,False,True,True,"Writing, Communication, English, Arabic","Criminal Law, TOEFL",Office/Data,"justice, to research",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,False,True,False,"Research, Logic, Communication, Arabic, Research","Criminal Law, ICDL",Office/Data,"justice, career",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,False,True,False,"Argumentation, Analysis, Writing, Research, Research","Contract Law, Legal Research, TOEFL",Office/Data,"legal system, to help people",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Writing, Logic, Communication, Research, French, English","Constitutional Law, Summer Program",Office/Data,"rights, to lead",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,False,True,True,"Logic, Analysis, Communication","Contract Law, IELTS",Office/Data,"justice, to lead",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,True,False,True,"Writing, Research, Arabic","Contract Law, Moot Court, Summer Program",Office/Data,"debate, to lead",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,True,True,False,"Writing, Analysis, Research, Microsoft Office","Constitutional Law, Legal Research, ICDL",Office/Data,"analysis, to lead",Faculty of Law & Political & Administrative Sciences,"LLB, LLM",Law,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Research, Writing, Analysis, French, Time Management","Social Problems, Statistics, First Aid","Lab/Research, Office/Data","inequality, to lead",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Communication, Statistics, Microsoft Office","Research Methods, First Aid",Lab/Research,"inequality, to research",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,True,True,False,False,"Analysis, Writing, Communication, Statistics, Research","Statistics, Social Problems, First Aid",Lab/Research,"society, to help people",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Research, Communication, Statistics, Analysis, Time Management, English","Demography, Social Problems, IELTS",Lab/Research,"analysis, to create",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Communication, Analysis, Research, Statistics, French","Statistics, Sociological Theory, IELTS",Lab/Research,"culture, to research",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,False,False,True,False,False,"Research, Statistics, Critical Thinking, Writing, Research","Research Methods, Summer Program",Lab/Research,"society, to lead",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Writing, Communication, Critical Thinking, Research, Microsoft Office, English","Social Problems, TOEFL",Lab/Research,"culture, career",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Writing, Communication, Statistics, Research, Microsoft Office","Research Methods, First Aid","Lab/Research, Office/Data","research, to help people",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Research, Communication, Research, English","Sociological Theory, First Aid","Lab/Research, Office/Data","analysis, to help people",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Analysis, Writing, Critical Thinking, Microsoft Office, Time Management","Social Problems, Demography, Summer Program","Lab/Research, Office/Data","research, to research",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Statistics, Research, Research, English","Statistics, car Workshop",Lab/Research,"human behavior, to understand",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Analysis, Communication, Statistics, Research, Time Management, English","Sociological Theory, ICDL",Lab/Research,"society, to innovate",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Writing, Research, Analysis, French, Microsoft Office","Statistics, IELTS","Lab/Research, Office/Data","inequality, to research",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,False,False,True,False,False,"Analysis, Statistics, Arabic, Time Management","Sociological Theory, Summer Program",Lab/Research,"society, to help people",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,True,True,False,False,"Writing, Critical Thinking, Analysis, Communication, French","Research Methods, Statistics, decision Workshop","Lab/Research, Office/Data","analysis, to create",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Statistics, Communication, Research, Analysis, French, Arabic","Sociological Theory, First Aid","Lab/Research, Office/Data","human behavior, to innovate",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Research, Critical Thinking, Communication, Statistics, Research","Sociological Theory, Social Problems, ICDL",Lab/Research,"society, career",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,True,False,True,False,False,"Writing, Communication, Analysis, Statistics, French","Sociological Theory, Social Problems, Summer Program",Lab/Research,"research, to build",Institute of Social Sciences,"BA, MA, PhD",Sociology,Multiple branches
Sociology and Economics,False,False,True,True,False,False,"Counseling, Resource Management, Empathy, Teamwork, Research, Arabic","Case Management, First Aid",People-centric/Teaching,"community service, to build",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,False,False,True,False,False,"Empathy, Communication, Resource Management, Research","Counseling Techniques, yet Workshop",People-centric/Teaching,"helping others, to create",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,False,False,True,False,False,"Empathy, Counseling, Research, English","Case Management, Community Organization, goal Workshop",People-centric/Teaching,"counseling, to lead",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,False,True,True,False,False,"Teamwork, Resource Management, Communication, Counseling, French","Case Management, First Aid",People-centric/Teaching,"wellbeing, to innovate",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,False,False,False,True,False,False,"Counseling, Resource Management, Empathy, French, Time Management","Community Organization, Case Management, TOEFL",People-centric/Teaching,"community service, to create",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
Sociology and Economics,True,False,False,True,False,False,"Problem Solving, Resource Management, Microsoft Office, Arabic","Social Welfare Policy, Case Management, IELTS",People-centric/Teaching,"helping others, career",Institute of Social Sciences,"BA, MA, PhD",Social Work,Multiple branches
